farmer_id,barangay,elevation_masl,soil_pH,annual_rainfall_mm,mean_temperature_C,coffee_species,planting_system,farm_ownership,rsbsa_registered,years_in_farming,bearing_trees,non_bearing_trees,annual_yield_kg,processing_method,moisture_content_pct,defect_count_per_300g,selective_picking_practiced,farm_records_maintained,sales_records_maintained,cooperative_member,geographic_compliance,traditional_method_compliance,quality_linkage_documented,gi_ready
F0461,Barangay I,272.9,6.34,3105.6,23.5,Robusta,Monocrop,Owned,Yes,41,318,69,1169,Washed,10.16,35,Yes,Yes,Yes,Yes,No,Yes,No,1
F0462,San Benito,410.5,6.12,1853.5,25.6,Excelsa,Monocrop,Owned,Yes,2,236,75,298,Natural,13.93,3,No,Yes,No,Yes,Yes,Yes,No,1
F0463,Sabang,122.9,5.22,1908.8,24.6,Liberica,Monocrop,Owned,No,7,361,94,364,Washed,12.37,41,Yes,No,No,No,Yes,Yes,Yes,0
F0464,Plaridel,535.8,5.89,2211.3,20.7,Robusta,Agroforestry,Owned,Yes,16,195,75,341,Honey,10.59,8,Yes,Yes,No,Yes,Yes,Yes,Yes,1
F0465,Barangay VI,586.7,5.92,3082.2,19.2,Robusta,Agroforestry,Leased,Yes,17,270,11,1106,Washed,9.78,39,No,No,Yes,Yes,Yes,Yes,Yes,1
F0466,Inosluban,584.4,6.73,2952.6,21.6,Liberica,Monocrop,Leased,No,20,25,76,1121,Washed,11.98,16,Yes,Yes,No,Yes,Yes,Yes,Yes,1
F0467,Poblacion Barangay,474.8,6.09,1405.1,23.0,Liberica,Agroforestry,Shared,No,23,282,84,723,Washed,11.44,16,No,Yes,Yes,Yes,Yes,Yes,Yes,1
F0468,Anilao,165.0,5.76,1985.5,24.6,Liberica,Agroforestry,Leased,No,34,169,71,63,Washed,13.19,32,Yes,No,No,Yes,No,No,Yes,1
F0469,Barangay I,479.1,6.95,2306.7,26.6,Liberica,Monocrop,Owned,Yes,11,367,113,415,Natural,14.43,19,Yes,Yes,Yes,No,Yes,No,Yes,1
F0470,Tangob,112.3,5.22,2206.3,20.8,Arabica,Agroforestry,Owned,Yes,34,259,14,278,Natural,13.83,13,No,Yes,No,Yes,Yes,Yes,Yes,0
F0471,Banaybanay,111.1,5.85,1587.7,20.1,Robusta,Monocrop,Shared,Yes,33,233,118,1164,Washed,10.65,21,Yes,No,Yes,Yes,Yes,No,No,1
F0472,Cumba,261.8,5.08,2917.6,27.7,Robusta,Monocrop,Owned,Yes,26,265,75,1147,Natural,14.27,26,Yes,Yes,Yes,No,No,Yes,Yes,0
F0473,Mabini,344.3,6.48,2553.9,20.0,Arabica,Agroforestry,Owned,No,2,189,89,1463,Washed,14.0,42,Yes,No,Yes,Yes,Yes,No,Yes,1
F0474,Cumba,485.2,6.84,2875.8,23.3,Liberica,Monocrop,Shared,Yes,23,29,57,1232,Washed,14.57,2,No,Yes,Yes,Yes,Yes,Yes,No,1
F0475,Bagong Pook,441.6,5.56,2917.5,24.3,Excelsa,Agroforestry,Owned,Yes,41,121,105,1100,Washed,11.75,23,Yes,No,No,No,Yes,Yes,Yes,1
F0476,Pangao,323.0,6.72,2696.7,23.9,Liberica,Agroforestry,Owned,Yes,22,129,99,823,Washed,13.61,29,Yes,No,Yes,Yes,Yes,Yes,Yes,1
F0477,Poblacion Barangay,236.8,5.58,2078.4,19.8,Excelsa,Agroforestry,Shared,Yes,34,203,91,881,Washed,12.55,7,Yes,Yes,Yes,No,Yes,Yes,Yes,1
F0478,Mojon,598.6,6.82,2421.1,19.5,Liberica,Agroforestry,Shared,No,15,120,61,903,Natural,10.86,21,Yes,No,Yes,Yes,No,No,Yes,1
F0479,Kayumanggi,313.1,6.51,1520.7,19.9,Excelsa,Agroforestry,Owned,Yes,10,219,95,1657,Washed,14.97,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
F0480,Mabini,325.7,6.61,2547.3,24.3,Liberica,Agroforestry,Shared,Yes,15,10,90,405,Natural,9.23,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
F0481,Barangay VIII,181.8,5.04,1558.5,23.9,Liberica,Agroforestry,Owned,Yes,42,67,107,753,Washed,9.97,28,Yes,Yes,No,Yes,No,Yes,Yes,1
F0482,Sampaguita,497.4,6.93,2587.9,21.1,Robusta,Agroforestry,Owned,Yes,29,102,31,1640,Natural,14.36,39,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0483,Quezon,446.8,6.45,1659.2,24.7,Liberica,Monocrop,Shared,Yes,23,230,58,231,Washed,9.36,0,Yes,No,Yes,Yes,Yes,Yes,No,1
F0484,Quezon,210.4,5.61,1435.1,26.4,Robusta,Monocrop,Shared,Yes,17,220,117,474,Washed,14.32,20,No,Yes,Yes,No,Yes,Yes,No,0
F0485,Talisay,141.2,6.66,1530.6,19.4,Liberica,Agroforestry,Owned,Yes,9,241,8,326,Washed,13.29,38,Yes,No,Yes,No,Yes,Yes,Yes,0
F0486,San Carlos,440.2,5.56,1204.0,23.5,Robusta,Agroforestry,Owned,No,36,271,92,1361,Natural,9.22,23,No,Yes,Yes,Yes,Yes,No,Yes,1
F0487,Barangay VIII,427.3,6.75,2637.5,25.2,Liberica,Agroforestry,Owned,No,9,373,27,1776,Washed,11.58,8,No,Yes,Yes,No,Yes,Yes,No,1
F0488,Balintawak,236.6,5.23,2664.8,21.3,Liberica,Agroforestry,Owned,No,16,112,52,522,Natural,13.53,43,Yes,Yes,No,No,No,Yes,Yes,1
F0489,Anilao,575.4,6.41,2229.9,21.8,Liberica,Monocrop,Owned,No,36,59,87,367,Washed,12.5,25,Yes,Yes,Yes,No,No,No,No,1
F0490,Quezon,175.5,6.08,1522.7,24.5,Liberica,Monocrop,Owned,Yes,33,383,46,952,Natural,14.62,8,Yes,No,Yes,Yes,No,No,Yes,1
F0491,San Lucas,316.2,5.19,1367.1,27.1,Liberica,Agroforestry,Owned,Yes,31,119,7,1699,Washed,14.21,19,No,No,Yes,No,Yes,Yes,No,1
F0492,Barangay VI,571.8,5.48,1238.3,26.3,Liberica,Agroforestry,Owned,Yes,6,97,95,1119,Washed,11.0,34,No,No,No,Yes,Yes,Yes,Yes,1
F0493,Talisay,309.9,5.02,1531.5,24.2,Liberica,Agroforestry,Owned,No,10,29,7,821,Washed,9.51,35,Yes,No,No,Yes,Yes,No,Yes,1
F0494,Tambo,419.3,5.94,2981.7,25.6,Liberica,Agroforestry,Leased,No,16,23,32,1475,Washed,14.67,41,No,Yes,Yes,Yes,Yes,Yes,No,1
F0495,Pinagkawitan,298.8,5.6,1683.1,22.3,Liberica,Agroforestry,Owned,No,4,142,67,1593,Washed,12.1,35,Yes,Yes,No,No,No,Yes,No,0
F0496,Bolbok,237.1,6.2,1908.5,24.8,Excelsa,Monocrop,Owned,Yes,22,305,85,1682,Honey,9.45,8,Yes,No,Yes,No,Yes,Yes,Yes,1
F0497,Barangay VIII,592.0,5.59,1410.7,23.2,Liberica,Monocrop,Shared,No,13,43,35,1546,Honey,13.9,21,No,Yes,Yes,No,No,No,No,0
F0498,Plaridel,304.7,5.6,1644.7,20.7,Liberica,Agroforestry,Leased,Yes,16,389,14,991,Natural,14.21,0,Yes,Yes,Yes,Yes,Yes,No,Yes,1
F0499,Bagong Pook,547.0,6.49,2238.4,25.3,Robusta,Agroforestry,Owned,Yes,29,217,53,346,Washed,12.84,4,Yes,Yes,Yes,No,Yes,No,Yes,1
F0500,Sampaguita,215.0,5.1,2415.5,24.0,Liberica,Monocrop,Owned,Yes,6,310,90,971,Washed,11.69,8,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0501,Lumbang,206.6,6.81,1690.7,22.2,Robusta,Agroforestry,Leased,Yes,26,208,98,655,Washed,12.97,36,No,Yes,Yes,Yes,Yes,Yes,No,0
F0502,Dagatan,115.6,6.7,1315.5,27.2,Liberica,Agroforestry,Owned,Yes,11,89,117,104,Washed,13.24,37,Yes,No,Yes,Yes,No,Yes,No,0
F0503,Maraouy,425.8,6.34,1982.1,19.2,Liberica,Agroforestry,Leased,Yes,24,80,25,1767,Honey,14.36,18,No,Yes,Yes,Yes,No,No,Yes,1
F0504,Barangay IV,284.3,6.19,1668.4,21.8,Liberica,Monocrop,Owned,Yes,29,164,104,968,Washed,14.74,7,Yes,Yes,Yes,No,Yes,No,Yes,1
F0505,Pinagkawitan,532.2,6.78,1639.1,19.5,Robusta,Agroforestry,Owned,Yes,3,87,57,88,Honey,12.09,41,Yes,Yes,Yes,Yes,Yes,Yes,No,0
F0506,Maraouy,336.6,5.37,3119.7,25.9,Robusta,Monocrop,Owned,No,10,87,91,415,Washed,13.79,42,No,No,No,No,Yes,No,Yes,0
F0507,Barangay VI,584.1,5.16,2432.6,25.3,Liberica,Monocrop,Leased,Yes,1,181,106,44,Natural,14.79,31,Yes,No,Yes,Yes,Yes,Yes,Yes,1
F0508,Maraouy,192.8,5.48,2313.8,22.0,Liberica,Monocrop,Shared,Yes,43,298,80,1284,Washed,9.91,12,Yes,No,No,Yes,Yes,Yes,Yes,1
F0509,Sabang,534.3,6.59,2031.6,25.1,Arabica,Monocrop,Owned,No,26,42,93,1670,Natural,9.11,19,Yes,Yes,No,No,No,No,Yes,0
F0510,San Salvador,488.3,5.07,2057.9,22.6,Liberica,Agroforestry,Owned,No,12,309,58,1730,Washed,14.21,35,Yes,No,Yes,Yes,Yes,Yes,Yes,1
F0511,Barangay III,485.5,6.17,2281.8,25.8,Liberica,Agroforestry,Owned,Yes,14,285,61,228,Natural,10.17,42,Yes,No,Yes,No,Yes,Yes,Yes,1
F0512,Banaybanay,522.4,6.99,2592.9,23.1,Excelsa,Monocrop,Owned,Yes,25,376,24,1407,Natural,9.25,43,No,No,Yes,No,No,Yes,No,0
F0513,Tangob,480.5,6.71,2604.3,22.7,Robusta,Monocrop,Shared,Yes,8,16,117,64,Washed,9.96,36,Yes,No,Yes,Yes,Yes,No,No,0
F0514,Barangay VII,413.1,6.04,1543.4,27.4,Liberica,Agroforestry,Owned,Yes,43,169,53,191,Washed,11.3,29,No,Yes,Yes,No,Yes,No,Yes,1
F0515,Pinagkawitan,165.6,5.13,2200.2,21.3,Robusta,Agroforestry,Shared,Yes,4,249,110,1011,Washed,10.32,9,Yes,Yes,Yes,Yes,Yes,No,Yes,1
F0516,San Benito,116.3,6.66,2023.9,20.1,Excelsa,Monocrop,Leased,No,28,33,11,828,Washed,10.83,30,Yes,Yes,Yes,No,Yes,No,Yes,0
F0517,Malagonlong,560.4,6.2,2941.1,24.3,Liberica,Monocrop,Shared,Yes,7,223,33,924,Washed,14.85,24,Yes,Yes,No,Yes,Yes,Yes,Yes,1
F0518,Latag,408.3,5.23,2462.8,27.7,Liberica,Agroforestry,Leased,No,10,79,52,500,Washed,13.23,28,No,No,Yes,Yes,Yes,Yes,No,1
F0519,San Benito,498.3,5.19,2265.0,22.4,Liberica,Agroforestry,Owned,No,36,377,97,560,Washed,13.27,23,No,No,No,Yes,No,No,No,0
F0520,Barangay VI,340.8,6.82,1430.8,19.6,Arabica,Agroforestry,Owned,No,2,225,17,821,Natural,9.57,38,No,No,Yes,Yes,No,Yes,No,0
F0521,San Carlos,158.7,6.34,2411.3,22.1,Robusta,Agroforestry,Owned,Yes,26,113,7,881,Washed,13.39,20,Yes,Yes,No,No,No,No,No,0
F0522,Barangay V,162.6,6.66,1434.4,23.6,Liberica,Agroforestry,Owned,No,14,224,6,1476,Washed,13.44,40,Yes,Yes,Yes,No,Yes,No,Yes,1
F0523,Mabini,442.8,6.76,1874.4,20.5,Excelsa,Agroforestry,Owned,Yes,16,63,20,377,Natural,12.96,8,Yes,Yes,Yes,No,No,No,Yes,0
F0524,Sampaguita,315.2,6.14,1485.7,24.9,Liberica,Agroforestry,Owned,Yes,43,303,98,723,Natural,10.37,41,No,Yes,No,Yes,Yes,Yes,No,1
F0525,Sampaguita,200.3,6.03,2584.1,28.0,Liberica,Agroforestry,Shared,Yes,42,339,106,964,Washed,11.54,41,Yes,Yes,No,No,Yes,Yes,No,1
F0526,San Benito,345.8,5.86,1612.5,23.1,Liberica,Monocrop,Owned,Yes,17,345,10,942,Washed,14.08,1,Yes,Yes,Yes,Yes,Yes,No,Yes,1
F0527,Halang,132.1,5.63,1983.7,22.2,Liberica,Monocrop,Leased,No,22,212,49,176,Washed,13.02,3,Yes,Yes,Yes,No,Yes,No,Yes,1
F0528,San Jose,391.0,5.87,2991.3,22.6,Excelsa,Agroforestry,Shared,Yes,4,297,75,1427,Natural,13.4,7,Yes,No,No,No,Yes,No,No,1
F0529,Poblacion Barangay,234.5,6.55,1608.6,20.0,Liberica,Agroforestry,Shared,Yes,19,54,9,1741,Natural,12.52,31,Yes,Yes,No,Yes,Yes,Yes,Yes,1
F0530,Mabini,498.8,6.2,2215.6,26.9,Excelsa,Monocrop,Owned,Yes,2,326,60,704,Washed,11.7,13,No,No,Yes,No,No,Yes,No,0
F0531,Lumbang,255.2,6.79,2038.5,22.7,Liberica,Agroforestry,Owned,Yes,39,207,75,1469,Natural,13.55,12,Yes,Yes,Yes,Yes,Yes,No,No,1
F0532,Poblacion Barangay,327.6,5.89,1236.2,22.5,Liberica,Monocrop,Owned,Yes,9,225,102,716,Washed,9.41,20,No,Yes,No,No,No,No,Yes,1
F0533,San Carlos,105.8,6.21,2785.5,24.9,Arabica,Monocrop,Owned,No,19,318,36,1547,Washed,13.04,23,No,No,Yes,No,Yes,Yes,No,0
F0534,Barangay VIII,136.2,6.26,1338.1,23.0,Liberica,Agroforestry,Owned,Yes,16,393,53,1612,Natural,14.98,17,Yes,No,No,No,Yes,Yes,No,1
F0535,Bolbok,296.2,6.18,2148.5,24.8,Liberica,Monocrop,Leased,Yes,25,341,17,1309,Washed,13.68,44,Yes,Yes,Yes,No,Yes,No,No,1
F0536,Lumbang,340.0,6.41,2321.4,19.6,Liberica,Agroforestry,Owned,Yes,18,193,34,989,Washed,10.74,39,Yes,Yes,No,Yes,Yes,Yes,Yes,1
F0537,Malagonlong,400.0,5.47,2456.9,26.3,Excelsa,Agroforestry,Owned,Yes,23,36,29,715,Washed,10.67,25,No,Yes,No,No,Yes,No,Yes,0
F0538,Sampaguita,245.8,6.02,2577.3,27.5,Liberica,Agroforestry,Shared,Yes,21,175,89,1156,Honey,13.0,31,Yes,No,No,Yes,Yes,Yes,No,1
F0539,San Salvador,447.5,5.21,1706.5,24.8,Liberica,Agroforestry,Owned,Yes,11,327,64,150,Washed,14.38,43,Yes,No,Yes,Yes,Yes,Yes,Yes,1
F0540,Pinagtongulan,530.1,5.77,1220.0,27.6,Liberica,Monocrop,Owned,No,39,283,63,448,Natural,12.47,32,Yes,Yes,Yes,No,Yes,No,Yes,1
F0541,Dagatan,489.9,5.98,2646.9,20.4,Liberica,Agroforestry,Leased,Yes,41,392,89,379,Washed,12.16,30,Yes,Yes,Yes,No,No,Yes,Yes,1
F0542,Kayumanggi,119.8,6.3,2271.3,23.3,Robusta,Agroforestry,Owned,Yes,4,374,32,1710,Washed,9.96,17,Yes,No,No,No,Yes,Yes,No,1
F0543,Malagonlong,340.3,6.9,2872.2,24.4,Liberica,Agroforestry,Leased,Yes,25,112,116,71,Washed,13.29,34,Yes,Yes,No,Yes,Yes,Yes,Yes,1
F0544,Lodlod,152.5,6.2,2842.8,24.2,Liberica,Monocrop,Owned,No,32,342,62,1420,Washed,13.21,11,No,No,Yes,No,No,No,Yes,1
F0545,Bolbok,221.0,6.49,2886.7,22.6,Liberica,Agroforestry,Shared,Yes,30,382,24,58,Natural,14.8,24,No,Yes,No,No,Yes,Yes,Yes,1
F0546,Inosluban,593.3,6.01,2170.2,22.0,Liberica,Agroforestry,Owned,Yes,26,113,38,995,Washed,10.8,44,Yes,Yes,No,Yes,No,Yes,No,1
F0547,San Benito,171.2,6.27,1867.3,20.1,Excelsa,Monocrop,Owned,No,36,254,9,814,Washed,13.54,30,Yes,Yes,Yes,Yes,No,No,No,0
F0548,Barangay VIII,349.4,5.14,2783.1,22.5,Liberica,Agroforestry,Owned,Yes,34,314,86,43,Washed,11.6,9,No,Yes,Yes,No,No,Yes,Yes,1
F0549,San Salvador,409.1,5.51,2102.6,20.5,Arabica,Monocrop,Owned,Yes,9,178,64,949,Washed,12.35,33,Yes,Yes,No,No,Yes,Yes,No,0
F0550,Inosluban,451.2,5.72,1566.9,25.6,Liberica,Agroforestry,Owned,Yes,12,125,107,847,Honey,13.9,2,No,No,Yes,No,Yes,Yes,Yes,1
F0551,Barangay VIII,379.8,5.94,2909.9,20.9,Liberica,Monocrop,Owned,Yes,2,150,47,854,Washed,10.33,38,Yes,No,No,Yes,Yes,No,No,1
F0552,Barangay V,104.9,5.09,2965.1,19.5,Excelsa,Monocrop,Owned,Yes,38,365,61,1538,Washed,11.06,7,Yes,No,Yes,No,Yes,Yes,No,1
F0553,Barangay III,263.2,5.28,2132.6,24.0,Liberica,Agroforestry,Owned,Yes,5,134,61,1242,Natural,13.64,31,Yes,Yes,No,No,Yes,Yes,No,0
F0554,Pangao,358.9,5.55,1351.4,24.4,Robusta,Agroforestry,Owned,Yes,5,34,79,901,Natural,12.42,42,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
F0555,Bubuyan,143.9,6.94,1975.7,26.8,Arabica,Monocrop,Owned,Yes,22,203,58,324,Natural,9.55,28,No,Yes,Yes,No,No,No,No,0
F0556,Plaridel,275.3,5.66,2807.1,24.2,Liberica,Agroforestry,Leased,Yes,5,393,85,1236,Washed,11.58,21,Yes,No,Yes,Yes,Yes,No,No,1
F0557,Inosluban,116.6,5.96,3003.5,22.1,Liberica,Monocrop,Owned,No,4,109,116,893,Washed,12.52,19,Yes,Yes,Yes,Yes,No,Yes,Yes,1
F0558,Cumba,139.3,5.39,1606.9,26.2,Robusta,Agroforestry,Owned,No,9,14,49,577,Washed,14.46,5,Yes,Yes,Yes,Yes,No,Yes,Yes,0
F0559,Barangay I,298.5,6.22,1333.9,23.9,Liberica,Agroforestry,Leased,No,29,28,90,1090,Natural,10.13,42,No,Yes,Yes,Yes,Yes,No,Yes,1
F0560,Sampaguita,166.4,5.56,2954.7,19.7,Liberica,Agroforestry,Shared,Yes,22,179,41,1037,Natural,13.84,28,Yes,Yes,No,No,Yes,Yes,Yes,1
F0561,Barangay VIII,383.8,5.41,1978.8,24.1,Liberica,Monocrop,Owned,Yes,27,283,88,1067,Washed,9.78,41,No,Yes,No,No,Yes,No,Yes,1
F0562,Malagonlong,444.7,6.03,2283.5,27.2,Liberica,Agroforestry,Owned,Yes,10,263,52,664,Washed,10.45,16,Yes,No,Yes,Yes,No,Yes,No,1
F0563,Latag,500.3,5.01,3136.1,22.6,Robusta,Monocrop,Owned,Yes,16,130,58,624,Washed,10.46,30,Yes,No,No,Yes,Yes,No,Yes,0
F0564,San Benito,200.1,5.02,1333.1,21.7,Liberica,Monocrop,Owned,No,42,41,52,1212,Washed,14.26,33,No,No,Yes,Yes,Yes,Yes,No,0
F0565,Lumbang,183.7,5.44,2496.6,20.3,Liberica,Agroforestry,Leased,Yes,42,158,116,1547,Honey,10.19,37,Yes,No,No,No,Yes,No,Yes,0
F0566,Cumba,152.3,5.07,1348.2,20.4,Robusta,Agroforestry,Owned,Yes,10,275,114,1382,Washed,13.72,36,Yes,No,No,No,No,Yes,Yes,0
F0567,San Jose,418.2,5.22,1950.9,22.9,Liberica,Monocrop,Leased,Yes,6,46,10,643,Washed,11.77,3,Yes,Yes,Yes,No,No,Yes,Yes,1
F0568,Tangob,453.2,5.68,2807.6,24.4,Liberica,Agroforestry,Owned,Yes,5,186,38,1136,Honey,14.99,1,Yes,Yes,No,No,Yes,Yes,Yes,1
F0569,Santol,115.8,6.61,2066.9,19.7,Robusta,Monocrop,Owned,Yes,6,351,67,1609,Washed,14.03,11,Yes,No,No,No,Yes,Yes,Yes,0
F0570,San Jose,568.1,6.14,3194.4,27.5,Liberica,Agroforestry,Leased,Yes,25,22,82,1633,Natural,13.44,34,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0571,Bubuyan,126.0,6.03,2318.1,25.8,Robusta,Agroforestry,Owned,Yes,4,192,52,1613,Washed,14.22,5,Yes,Yes,No,No,Yes,Yes,No,1
F0572,Plaridel,370.6,5.59,1842.3,24.3,Excelsa,Monocrop,Owned,No,40,154,27,1622,Washed,12.8,7,Yes,Yes,No,No,No,No,Yes,1
F0573,Barangay I,454.5,6.86,1640.2,26.5,Liberica,Agroforestry,Shared,Yes,32,274,88,1640,Washed,14.06,20,Yes,Yes,Yes,No,No,Yes,No,1
F0574,Sampaguita,535.5,5.79,1901.0,19.7,Liberica,Agroforestry,Shared,No,35,97,17,1075,Natural,10.57,34,Yes,Yes,No,No,No,No,Yes,1
F0575,Lumbang,457.0,5.17,1945.1,23.3,Liberica,Agroforestry,Leased,No,10,55,51,1185,Washed,9.59,14,No,Yes,No,No,Yes,Yes,Yes,1
F0576,Pinagkawitan,500.9,6.23,1337.4,24.7,Liberica,Agroforestry,Owned,Yes,34,128,48,494,Washed,12.7,6,No,Yes,Yes,No,Yes,Yes,Yes,1
F0577,Talisay,269.7,5.23,1939.1,26.5,Excelsa,Agroforestry,Owned,No,36,28,109,1509,Natural,11.61,14,Yes,No,Yes,No,Yes,Yes,No,0
F0578,Barangay VII,507.4,5.69,2128.5,26.1,Excelsa,Monocrop,Shared,Yes,6,229,36,1355,Washed,11.56,44,Yes,Yes,Yes,No,Yes,No,Yes,1
F0579,Halang,140.1,6.01,2645.5,21.5,Liberica,Agroforestry,Owned,No,43,242,30,984,Washed,12.16,5,No,No,No,No,Yes,No,Yes,1
F0580,Barangay VIII,547.4,6.75,2513.5,27.5,Robusta,Agroforestry,Shared,Yes,16,103,118,959,Washed,11.17,16,Yes,Yes,No,Yes,No,Yes,No,1
F0581,Barangay V,373.8,5.99,2617.5,20.1,Excelsa,Monocrop,Owned,Yes,19,260,57,1320,Washed,12.76,3,Yes,Yes,Yes,Yes,Yes,No,No,1
F0582,Barangay VI,508.6,6.4,1216.7,26.9,Arabica,Agroforestry,Owned,Yes,34,259,18,828,Natural,9.18,21,No,Yes,No,No,No,Yes,No,0
F0583,Tambo,326.2,6.99,1635.3,27.7,Liberica,Agroforestry,Shared,Yes,25,291,56,424,Natural,14.82,31,Yes,Yes,No,Yes,Yes,Yes,No,1
F0584,Dagatan,421.8,5.26,2523.4,20.6,Liberica,Monocrop,Owned,No,31,241,40,1173,Honey,14.55,21,Yes,No,No,Yes,Yes,Yes,No,0
F0585,San Francisco,363.2,5.55,2168.0,25.5,Liberica,Monocrop,Owned,Yes,41,55,12,275,Natural,14.61,26,No,No,Yes,Yes,Yes,Yes,Yes,1
F0586,Barangay III,465.8,5.79,1210.6,19.4,Arabica,Agroforestry,Owned,Yes,17,383,44,597,Washed,11.19,14,Yes,No,Yes,No,Yes,Yes,No,1
F0587,Bolbok,140.8,5.84,2809.0,22.6,Liberica,Agroforestry,Owned,Yes,30,55,90,67,Natural,12.19,43,Yes,No,No,Yes,Yes,No,No,1
F0588,San Lucas,130.2,5.82,2745.6,23.6,Liberica,Agroforestry,Owned,No,39,23,26,274,Washed,14.72,21,Yes,Yes,Yes,Yes,No,Yes,Yes,1
F0589,Santol,223.6,6.82,2296.8,24.2,Liberica,Agroforestry,Owned,Yes,31,94,20,50,Washed,14.41,27,Yes,Yes,No,Yes,Yes,No,Yes,1
F0590,Barangay V,179.8,6.43,1332.9,27.4,Liberica,Agroforestry,Owned,Yes,19,328,95,1163,Washed,13.74,41,No,Yes,No,No,No,Yes,Yes,1
F0591,Mojon,535.9,6.22,2733.0,25.1,Liberica,Agroforestry,Leased,Yes,35,337,64,1659,Washed,11.44,37,Yes,Yes,Yes,Yes,No,Yes,Yes,1
F0592,Bagong Pook,209.6,5.62,2367.4,23.3,Arabica,Agroforestry,Owned,No,29,12,64,423,Natural,12.39,8,Yes,Yes,No,Yes,Yes,No,No,1
F0593,Barangay I,587.9,6.65,2763.9,26.3,Liberica,Agroforestry,Shared,Yes,1,37,14,1463,Washed,13.76,33,No,Yes,Yes,No,No,No,Yes,1
F0594,Pinagkawitan,268.4,6.91,2703.5,27.6,Liberica,Agroforestry,Owned,Yes,4,390,29,1016,Washed,10.64,35,Yes,Yes,Yes,No,Yes,No,Yes,1
F0595,San Carlos,191.1,6.64,2806.0,19.2,Liberica,Monocrop,Owned,Yes,28,166,35,1701,Washed,12.76,8,Yes,Yes,Yes,Yes,No,Yes,No,1
F0596,San Francisco,494.8,5.0,2236.0,27.8,Liberica,Agroforestry,Owned,No,18,352,25,1796,Washed,13.97,14,Yes,Yes,Yes,No,Yes,No,Yes,1
F0597,Inosluban,429.4,6.27,1480.6,19.8,Liberica,Agroforestry,Leased,Yes,26,342,95,37,Washed,13.24,44,Yes,No,Yes,Yes,Yes,No,Yes,1
F0598,Barangay IV,349.1,5.1,2542.3,26.3,Liberica,Agroforestry,Shared,Yes,40,341,85,1497,Natural,11.88,19,Yes,Yes,No,No,Yes,Yes,No,1
F0599,Tangob,377.7,5.52,2440.9,21.5,Liberica,Agroforestry,Leased,Yes,19,184,37,357,Washed,12.51,7,No,No,No,Yes,Yes,Yes,Yes,1
F0600,Anilao,459.6,5.12,2684.5,20.2,Liberica,Monocrop,Owned,No,6,123,35,319,Natural,14.93,27,No,No,Yes,Yes,No,Yes,No,0
F0601,Lodlod,214.2,6.21,1539.8,23.0,Liberica,Agroforestry,Owned,No,1,398,118,540,Washed,12.61,18,Yes,Yes,No,No,No,Yes,Yes,1
F0602,Dagatan,598.2,6.37,1590.0,24.8,Liberica,Agroforestry,Leased,Yes,8,340,110,941,Washed,13.71,15,Yes,Yes,Yes,No,No,Yes,Yes,1
F0603,Barangay III,587.4,5.23,2980.8,22.4,Arabica,Agroforestry,Shared,Yes,33,259,94,390,Washed,13.36,10,Yes,Yes,Yes,Yes,Yes,No,Yes,1
F0604,Malagonlong,425.2,5.77,2700.0,19.5,Excelsa,Monocrop,Shared,Yes,43,68,25,1652,Natural,13.21,41,Yes,No,No,Yes,Yes,Yes,Yes,1
F0605,Tangob,199.8,5.91,3016.5,24.4,Liberica,Agroforestry,Owned,Yes,21,212,40,745,Washed,13.3,7,Yes,No,No,No,Yes,No,No,1
F0606,Banaybanay,440.1,5.74,2717.4,27.1,Liberica,Agroforestry,Shared,Yes,24,324,69,248,Natural,11.73,32,No,Yes,No,No,Yes,No,No,1
F0607,San Benito,136.1,5.24,2394.3,22.4,Excelsa,Agroforestry,Owned,Yes,25,248,8,435,Honey,11.84,9,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0608,Barangay II,115.3,5.84,2508.3,20.9,Liberica,Agroforestry,Owned,Yes,43,243,72,782,Honey,11.81,17,Yes,No,No,No,Yes,Yes,Yes,1
F0609,Plaridel,228.8,6.5,2978.3,23.0,Excelsa,Agroforestry,Owned,No,19,312,94,952,Natural,9.2,34,Yes,Yes,No,Yes,Yes,Yes,No,1
F0610,Inosluban,331.3,5.14,2357.6,19.4,Excelsa,Agroforestry,Owned,Yes,29,104,8,861,Natural,10.45,42,Yes,No,No,Yes,Yes,No,No,0
F0611,Tambo,534.1,5.16,2464.8,26.4,Liberica,Monocrop,Leased,Yes,10,150,117,1674,Washed,9.93,2,Yes,Yes,Yes,Yes,Yes,No,Yes,1
F0612,San Jose,463.6,5.71,1513.0,26.4,Liberica,Monocrop,Shared,Yes,12,343,13,823,Natural,14.32,39,Yes,Yes,Yes,Yes,Yes,Yes,No,1
F0613,Mojon,471.4,6.88,2147.8,24.3,Arabica,Agroforestry,Leased,Yes,33,122,34,1273,Washed,10.65,26,Yes,No,No,Yes,No,No,Yes,1
F0614,Barangay VI,312.7,6.34,2632.8,22.2,Liberica,Agroforestry,Leased,Yes,7,118,119,624,Honey,9.83,27,No,No,No,Yes,Yes,Yes,Yes,1
